dron	rxcui	omop
DRON_00021258	371418	40022975
DRON_00021259	371420	40022986
DRON_00021260	371422	40022981
DRON_00021261	371423	40023017
DRON_00021262	371424	40023008
DRON_00021263	371425	40023006
DRON_00021264	371427	40023016
DRON_00021265	371428	40023018
DRON_00021266	371430	40023020
DRON_00021267	371431	40023013
DRON_00021268	371432	40023566
DRON_00021269	371433	40023278
DRON_00021270	371434	40023274
DRON_00021271	371436	40023565
DRON_00021272	371437	40023567
DRON_00021273	371439	40023573
DRON_00021274	371440	40023562
DRON_00021275	371441	40023990
DRON_00021276	371442	40023981
DRON_00021277	371443	40023979
DRON_00021278	371444	40023987
DRON_00021279	371445	40023991
DRON_00021280	371447	40023993
DRON_00021281	371448	40023984
DRON_00021282	371450	40022988
DRON_00021283	371451	40023992
DRON_00021284	371452	40003675
DRON_00021285	371453	40012306
DRON_00021286	371454	40022016
DRON_00021287	371455	40023624
DRON_00021288	371456	40021389
DRON_00021289	371458	40021390
DRON_00021290	371459	40030419
DRON_00021291	371460	40030425
DRON_00021292	371461	40030421
DRON_00021293	371463	40030428
DRON_00021294	371464	40030430
DRON_00021295	371465	40030456
DRON_00021296	371466	40030438
DRON_00021297	371467	40030439
DRON_00021298	371468	40030480
DRON_00021299	371469	40030481
DRON_00021300	371470	40030483
DRON_00021301	371471	40030830
DRON_00021302	371472	40031153
DRON_00021303	371473	40031182
DRON_00021304	371474	40003679
DRON_00021305	371475	40003680
DRON_00021306	371476	40031160
DRON_00021307	371477	40097542
DRON_00021308	371478	40031162
DRON_00021309	371479	40025588
DRON_00021310	371480	40025589
DRON_00021311	371481	40025590
DRON_00021312	371483	40025635
DRON_00021313	371484	40025642
DRON_00021314	371485	40026068
DRON_00021315	371486	40026063
DRON_00021316	371487	40026069
DRON_00021317	371488	40026062
DRON_00021318	371491	40025649
DRON_00021319	371492	40025650
DRON_00021320	371494	40095444
DRON_00021321	371495	40016582
DRON_00021322	371496	40016583
DRON_00021323	371500	40094269
DRON_00021324	371501	40094268
DRON_00021325	371502	40016642
DRON_00021326	371503	40016643
DRON_00021327	371504	40095484
DRON_00021328	371505	40095490
DRON_00021329	371506	40027614
DRON_00021330	371507	40027598
DRON_00021331	371508	40095502
DRON_00021332	371509	40027984
DRON_00021333	371510	40027979
DRON_00021334	371511	40027985
DRON_00021335	371513	40027982
DRON_00021336	371514	40027988
DRON_00021337	371515	40027990
DRON_00021338	371516	40028336
DRON_00021339	371517	40028334
DRON_00021340	371518	40028338
DRON_00021341	371519	40028335
DRON_00021342	371520	40028350
DRON_00021343	371521	40094615
DRON_00021344	371522	40094616
DRON_00021345	371523	40028722
DRON_00021346	371524	40028723
DRON_00021347	371525	40028726
DRON_00021348	371526	40029065
DRON_00021349	371527	40029057
DRON_00021350	371528	40029060
DRON_00021351	371529	40028731
DRON_00021352	371530	40028732
DRON_00021353	371531	40028733
DRON_00021354	371532	40029129
DRON_00021355	371533	40029317
DRON_00021356	371534	40029318
DRON_00021357	371536	40014134
DRON_00021358	371537	40029412
DRON_00021359	371538	40029747
DRON_00021360	371539	40029800
DRON_00021361	371540	40029802
DRON_00021362	371541	40029794
DRON_00021363	371542	40094632
DRON_00021364	371543	40094634
DRON_00021365	371544	40094633
DRON_00021366	371545	40030156
DRON_00021367	371546	40030155
DRON_00021368	371549	40030204
DRON_00021369	371550	40030511
DRON_00021370	371552	40008351
DRON_00021371	371555	40030606
DRON_00021372	371556	40030608
DRON_00021373	371557	40030604
DRON_00021374	371558	40030912
DRON_00021375	371559	40094673
DRON_00021376	371560	40094674
DRON_00021377	371561	40094679
DRON_00021378	371562	40095821
DRON_00021379	371563	40095823
DRON_00021380	371564	40008358
DRON_00021381	371567	40025704
DRON_00021382	371568	40025718
DRON_00021383	371569	40025720
DRON_00021384	371570	40025132
DRON_00021385	371571	40025728
DRON_00021386	371572	40025755
DRON_00021387	371573	40025754
DRON_00021388	371575	40025757
DRON_00021389	371576	40025752
DRON_00021390	371577	40026125
DRON_00021391	371578	40026127
DRON_00021392	371579	40026128
DRON_00021393	371580	40030837
DRON_00021394	371581	40026177
DRON_00021395	371582	40026180
DRON_00021396	371583	40026184
DRON_00021397	371584	40011842
DRON_00021398	371585	40095885
DRON_00021399	371586	40023792
DRON_00021400	371587	40023789
DRON_00021401	371589	40023794
DRON_00021402	371590	40095892
DRON_00021403	371591	40095909
DRON_00021404	371592	40095910
DRON_00021405	371593	40026930
DRON_00021406	371594	40026949
DRON_00021407	371595	40026924
DRON_00021408	371596	40027249
DRON_00021409	371597	40026553
DRON_00021410	371598	40027289
DRON_00021411	371599	40027287
DRON_00021412	371600	40027293
DRON_00021413	371601	40095926
DRON_00021414	371602	40027334
DRON_00021415	371603	40028802
DRON_00021416	371604	40092037
DRON_00021417	371605	40027653
DRON_00021418	371606	40029157
DRON_00021419	371608	40029841
DRON_00021420	371609	40031376
DRON_00021421	371610	40031378
DRON_00021422	371611	40031371
DRON_00021423	371613	40031380
DRON_00021424	371614	40031375
DRON_00021425	371616	40029531
DRON_00021426	371618	40029537
DRON_00021427	371622	40059432
DRON_00021428	371623	40059434
DRON_00021429	371624	40031428
DRON_00021430	371625	40059460
DRON_00021431	371626	40025430
DRON_00021432	371627	40025431
DRON_00021433	371628	40025432
DRON_00021434	371630	40026244
DRON_00021435	371632	40026297
DRON_00021436	371633	40026633
DRON_00021437	371634	40026666
DRON_00021438	371635	40026668
DRON_00021439	371636	40059478
DRON_00021440	371637	40026966
DRON_00021441	371638	40059484
DRON_00021442	371640	40027050
DRON_00021443	371641	40001865
DRON_00021444	371642	40001864
DRON_00021445	371643	40027430
DRON_00021446	371644	40026267
DRON_00021447	371645	40026266
DRON_00021448	371646	40097037
DRON_00021449	371647	40097010
DRON_00021450	371648	40097008
DRON_00021451	371649	40097012
DRON_00021452	371650	40097040
DRON_00021453	371651	40097011
DRON_00021454	371652	40097043
DRON_00021455	371653	40027749
DRON_00021456	371654	40027750
DRON_00021457	371655	40027786
DRON_00021458	371656	40027791
DRON_00021459	371657	40028091
DRON_00021460	371659	40028088
DRON_00021461	371660	40028087
DRON_00021462	371661	40060195
DRON_00021463	371662	40028116
DRON_00021464	371663	40028118
DRON_00021465	371664	40028481
DRON_00021466	371665	40028490
DRON_00021467	371666	40028534
DRON_00021468	371667	40028540
DRON_00021469	371668	40060233
DRON_00021470	371670	40028883
DRON_00021471	371671	40028905
DRON_00021472	371672	40028921
DRON_00021473	371673	40028951
DRON_00021474	371674	40028952
DRON_00021475	371675	40029252
DRON_00021476	371676	40029281
DRON_00021477	371677	40033160
DRON_00021478	371678	40036513
DRON_00021479	371679	40030304
DRON_00021480	371680	40060271
DRON_00021481	371681	40030333
DRON_00021482	371682	40054520
DRON_00021483	371683	40054521
DRON_00021484	371684	40060274
DRON_00021485	371685	40060275
DRON_00021486	371686	40060279
DRON_00021487	371687	40060280
DRON_00021488	371688	40030375
DRON_00021489	371689	40030397
DRON_00021490	371690	40030384
DRON_00021491	371691	40030744
DRON_00021492	371692	40030753
DRON_00021493	371693	40054909
DRON_00021494	371698	40054914
DRON_00021495	371699	40031123
DRON_00021496	371700	40025468
DRON_00021497	371701	40025469
DRON_00021498	371703	40013478
DRON_00021499	371705	40054948
DRON_00021500	371706	40054952
DRON_00021501	371707	40054972
DRON_00021502	371708	40049610
DRON_00021503	371709	40026387
DRON_00021504	371710	40026386
DRON_00021505	371711	40023801
DRON_00021506	371712	40026397
DRON_00021507	371713	40026398
DRON_00021508	371714	40026714
DRON_00021509	371715	40026717
DRON_00021510	371716	40026724
DRON_00021511	371717	40026728
DRON_00021512	371718	40004830
DRON_00021513	371719	40025500
DRON_00021514	371720	40027461
DRON_00021515	371721	40028569
DRON_00021516	371723	40028596
DRON_00021517	371724	40027151
DRON_00021518	371725	40028260
DRON_00021519	371726	40028586
DRON_00021520	371727	40028606
DRON_00021521	371728	40028599
DRON_00021522	371729	40028601
DRON_00021523	371730	40010224
DRON_00021524	371732	40020792
DRON_00021525	371734	40020793
DRON_00021526	371735	40028865
DRON_00021527	371736	40027454
DRON_00021528	371737	40027452
DRON_00021529	371738	40055316
DRON_00021530	371740	40055319
DRON_00021531	371741	40055317
DRON_00021532	371742	40055697
DRON_00021533	371743	40055698
DRON_00021534	371744	40055695
DRON_00021535	371745	40028638
DRON_00021536	371746	40056025
DRON_00021537	371747	40028995
DRON_00021538	371748	40029605
DRON_00021539	371749	40056047
DRON_00021540	371750	40029355
DRON_00021541	371751	40029352
DRON_00021542	371753	40029356
DRON_00021543	371754	40034497
DRON_00021544	371755	40034488
DRON_00021545	371756	40034485
DRON_00021546	371757	40034499
DRON_00021547	371758	40034493
DRON_00021548	371761	40021572
DRON_00021549	371763	40035818
DRON_00021550	371764	40035808
DRON_00021551	371765	40036169
DRON_00021552	371766	40035820
DRON_00021553	371768	40036170
DRON_00021554	371769	40035811
DRON_00021555	371770	40036479
DRON_00021556	371771	40034820
DRON_00021557	371772	40034819
DRON_00021558	371773	40045810
DRON_00021559	371774	40044592
DRON_00021560	371775	40034837
DRON_00021561	371776	40056059
DRON_00021562	371777	40056064
DRON_00021563	371778	40047769
DRON_00021564	371779	40047773
DRON_00021565	371780	40035906
DRON_00021566	371781	40035921
DRON_00021567	371782	40035909
DRON_00021568	371784	40035938
DRON_00021569	371786	40035924
DRON_00021570	371787	40035908
DRON_00021571	371788	40036205
DRON_00021572	371789	40036207
DRON_00021573	371790	40036245
DRON_00021574	371791	40036608
DRON_00021575	371792	40056382
DRON_00021576	371793	40032123
DRON_00021577	371794	40032109
DRON_00021578	371795	40032405
DRON_00021579	371796	40032417
DRON_00021580	371797	40032413
DRON_00021581	371798	40032414
DRON_00021582	371799	40032129
DRON_00021583	371800	40032427
DRON_00021584	371801	40002623
DRON_00021585	371802	40002624
DRON_00021586	371803	40036613
DRON_00021587	371805	40032458
DRON_00021588	371807	40032461
DRON_00021589	371808	40029653
DRON_00021590	371809	40029654
DRON_00021591	371810	40032483
DRON_00021592	371811	40032489
DRON_00021593	371812	40032487
DRON_00021594	371813	40032780
DRON_00021595	371814	40032776
DRON_00021596	371815	40032782
DRON_00021597	371817	40032783
DRON_00021598	371818	40032774
DRON_00021599	371819	40032838
DRON_00021600	371821	40033132
DRON_00021601	371822	40033156
DRON_00021602	371823	40033152
DRON_00021603	371824	40033199
DRON_00021604	371825	40033201
DRON_00021605	371826	40033198
DRON_00021606	371827	40011290
DRON_00021607	371828	40033572
DRON_00021608	371829	40033838
DRON_00021609	371830	40033899
DRON_00021610	371832	40033897
DRON_00021611	371833	40033901
DRON_00021612	371834	40033902
DRON_00021613	371836	40056817
DRON_00021614	371838	40056821
DRON_00021615	371839	40056815
DRON_00021616	371840	40034225
DRON_00021617	371841	40028298
DRON_00021618	371842	40034514
DRON_00021619	371843	40034519
DRON_00021620	371844	40034524
DRON_00021621	371845	40034531
DRON_00021622	371846	40034560
DRON_00021623	371847	40034562
DRON_00021624	371848	40034565
DRON_00021625	371849	40034576
DRON_00021626	371850	40057119
DRON_00021627	371851	40057136
DRON_00021628	371853	40034601
DRON_00021629	371856	40035968
DRON_00021630	371859	40036295
DRON_00021631	371860	40036287
DRON_00021632	371861	40036285
DRON_00021633	371862	40036289
DRON_00021634	371863	40036296
DRON_00021635	371864	40036308
DRON_00021636	371866	40036299
DRON_00021637	371867	40035981
DRON_00021638	371868	40035982
DRON_00021639	371869	40036316
DRON_00021640	371870	40036696
DRON_00021641	371871	40036695
DRON_00021642	371872	40036697
DRON_00021643	371873	40036698
DRON_00021644	371874	40036699
DRON_00021645	371875	40058464
DRON_00021646	371876	40031436
DRON_00021647	371877	40031437
DRON_00021648	371878	40031465
DRON_00021649	371879	40031496
DRON_00021650	371880	40031498
DRON_00021651	371881	40031503
DRON_00021652	371884	40031871
DRON_00021653	371885	40031870
DRON_00021654	371887	40031872
DRON_00021655	371889	40033649
DRON_00021656	371890	40034005
DRON_00021657	371891	40033625
DRON_00021658	371892	40033943
DRON_00021659	371893	40033608
DRON_00021660	371895	40033615
DRON_00021661	371897	40002641
DRON_00021662	371899	40008994
DRON_00021663	371903	40031854
DRON_00021664	371904	40031884
DRON_00021665	371905	40031889
DRON_00021666	371906	40057504
DRON_00021667	371907	40057505
DRON_00021668	371908	40034020
DRON_00021669	371909	40010966
DRON_00021670	371910	40010968
DRON_00021671	371911	40057510
DRON_00021672	371912	40057540
DRON_00021673	371913	40057511
DRON_00021674	371914	40034287
DRON_00021675	371915	40034345
DRON_00021676	371916	40034677
DRON_00021677	371917	40034684
DRON_00021678	371918	40012575
DRON_00021679	371919	40035059
DRON_00021680	371920	40035311
DRON_00021681	371921	40035313
DRON_00021682	371923	40035312
DRON_00021683	371924	40017125
DRON_00021684	371925	40025137
DRON_00021685	371926	40030062
DRON_00021686	371927	40034967
DRON_00021687	371929	40034980
DRON_00021688	371930	40034981
DRON_00021689	371931	40034970
DRON_00021690	371932	40034971
DRON_00021691	371933	40034972
DRON_00021692	371934	40050918
DRON_00021693	371935	40035359
DRON_00021694	371936	40035354
DRON_00021695	371937	40035358
DRON_00021696	371938	40035357
DRON_00021697	371939	40057590
DRON_00021698	371940	40035384
DRON_00021699	371943	40036799
DRON_00021700	371944	40036796
DRON_00021701	371945	40031547
DRON_00021702	371946	40031558
DRON_00021703	371947	40031554
DRON_00021704	371949	40031555
DRON_00021705	371950	40036054
DRON_00021706	371951	40031602
DRON_00021707	371952	40031902
DRON_00021708	371953	40031903
DRON_00021709	371954	40031904
DRON_00021710	371955	40031907
DRON_00021711	371956	40031905
DRON_00021712	371957	40057961
DRON_00021713	371958	40031991
DRON_00021714	371959	40031996
DRON_00021715	371960	40032010
DRON_00021716	371961	40032252
DRON_00021717	371962	40032299
DRON_00021718	371964	40032682
DRON_00021719	371965	40032671
DRON_00021720	371966	40032939
DRON_00021721	371967	40032985
DRON_00021722	371968	40032986
DRON_00021723	371971	40088163
DRON_00021724	371972	40033048
DRON_00021725	371973	40033051
DRON_00021726	371974	40033052
DRON_00021727	371975	40057564
DRON_00021728	371977	40057563
DRON_00021729	371980	40033432
DRON_00021730	371982	40034070
DRON_00021731	371983	40034073
DRON_00021732	371984	40034080
DRON_00021733	371985	40034074
DRON_00021734	371986	40033701
DRON_00021735	371988	40033702
DRON_00021736	371990	40033716
DRON_00021737	371991	40033726
DRON_00021738	371992	40058352
DRON_00021739	371993	40058353
DRON_00021740	371994	40035101
DRON_00021741	371995	40035102
DRON_00021742	371996	40035103
DRON_00021743	371997	40034747
DRON_00021744	371998	40034748
DRON_00021745	371999	40035488
DRON_00021746	372000	40035492
DRON_00021747	372001	40035493
DRON_00021748	372002	40041554
DRON_00021749	372003	40058381
DRON_00021750	372004	40041969
DRON_00021751	372005	40041978
DRON_00021752	372006	40042000
DRON_00021753	372007	40042337
DRON_00021754	372008	40034888
DRON_00021755	372009	40041997
DRON_00021756	372010	40042365
DRON_00021757	372011	40042741
DRON_00021758	372012	40042752
DRON_00021759	372013	40011359
DRON_00021760	372014	40037076
DRON_00021761	372015	40037077
DRON_00021762	372016	40037081
DRON_00021763	372017	40037082
DRON_00021764	372019	40037820
DRON_00021765	372020	40037825
DRON_00021766	372021	40037823
DRON_00021767	372022	40037818
DRON_00021768	372024	40010077
DRON_00021769	372025	40037052
DRON_00021770	372026	40037053
DRON_00021771	372028	40058773
DRON_00021772	372029	40038605
DRON_00021773	372030	40038600
DRON_00021774	372031	40038604
DRON_00021775	372032	40038944
DRON_00021776	372033	40059125
DRON_00021777	372034	40059136
DRON_00021778	372035	40097856
DRON_00021779	372036	40097854
DRON_00021780	372037	40097855
DRON_00021781	372038	40097861
DRON_00021782	372039	40097858
DRON_00021783	372040	40097862
DRON_00021784	372041	40039344
DRON_00021785	372042	40039346
DRON_00021786	372043	40039351
DRON_00021787	372044	40039348
DRON_00021788	372045	40039342
DRON_00021789	372046	40028301
DRON_00021790	372047	40029292
DRON_00021791	372048	40029291
DRON_00021792	372049	40039293
DRON_00021793	372050	40039687
DRON_00021794	372051	40039690
DRON_00021795	372052	40040048
DRON_00021796	372053	40017306
DRON_00021797	372054	40017305
DRON_00021798	372055	40026193
DRON_00021799	372056	40040104
DRON_00021800	372057	40016509
DRON_00021801	372058	40040111
DRON_00021802	372059	40041242
DRON_00021803	372060	40040890
DRON_00021804	372061	40040883
DRON_00021805	372062	40041244
DRON_00021806	372063	40041238
DRON_00021807	372064	40041258
DRON_00021808	372065	40016510
DRON_00021809	372066	40041234
DRON_00021810	372067	40041279
DRON_00021811	372068	40041235
DRON_00021812	372069	40041241
DRON_00021813	372070	40040885
DRON_00021814	372071	40041717
DRON_00021815	372072	40042022
DRON_00021816	372073	40042037
DRON_00021817	372074	40042027
DRON_00021818	372075	40042042
DRON_00021819	372076	40042043
DRON_00021820	372077	40042054
DRON_00021821	372078	40037552
DRON_00021822	372079	40037570
DRON_00021823	372080	40042032
DRON_00021824	372081	40042040
DRON_00021825	372082	40037892
DRON_00021826	372083	40037934
DRON_00021827	372084	40037946
DRON_00021828	372085	40034692
